Text,Class
Aspectos generales en la creación de preguntas,3
"Los formularios de creación de preguntas tienen muchos elementos comunes que pueden enriquecer su presentación y la experiencia del alumnado, como el uso del editor para dar formato al texto, los campos para retroalimentación, el uso de unidades y equivalencias entre unidades, las penalizaciones y pistas...",3
El uso del editor en la redacción de preguntas y respuestas,3
"Todas las opciones del editor gráfico están disponibles para la redacción de los enunciados de las preguntas y, cuando procede, para las respuestas. Por ejemplo, utilizar imágenes puede aportar precisión a las preguntas, o incluso ser imprescindible para la exposición de una pregunta. ",3
"Las imágenes pueden utilizarse también en los campos de las respuestas, como se muestra en la siguiente imagen.",3
"Sin embargo, cuando se usan imágenes, hay que intentar usar imágenes adecuadas a las dimensiones de la ventana donde van a mostrarse o modificar su tamaño usando las opciones en el cuadro de diálogo para la publicación de imágenes, en la pestaña ""Apariencia"". ",3
"Además, el editor cuenta con el editor de fórmulas integrado Wiris y la notación Tex. La imagen siguiente muestra las opciones del el editor de fórmulas integrado Wiris. ",3
"Para más información sobre la inserción de imágenes y fórmulas con el editor, consultar el apartado ""Inserción / Edición de imágenes"" en el manual Gestión de recursos en eGela.",3
Barajar las respuestas y numerar las opciones,3
"La opción ""¿Barajar?"" o ""¿Barajar las respuestas?"" (1) aparece en todas los tipos de preguntas donde se presentar varias opciones de respuesta. La siguiente imagen muestra una captura del formulario del tipo de pregunta de ""Opción múltiple"", el más frecuente entre los que tienen con estas características. ",3
"La opción ""¿Barajar las respuestas? (1) aparece marcada por defecto, pero este comportamiento no se produce si esta opción no está también marcada en el apartado del formulario ""Editar ajustes > Comportamiento de las preguntas"" del cuestionario. Se trata sobre todo de poder bloquear este comportamiento en preguntas donde se perdería el sentido. Por ejemplo, en una pregunta donde la última respuesta fuese ""Todas las respuestas anteriores son incorrectas"". ",3
"Además, asociado a esta opción está la opción ""Numerar las elecciones"" (2). Aunque tradicionalmente, en los cuestionarios realizados en papel, se utilizan números o letras para etiquetas las respuestas, en un cuestionario realizado online se puede optar por realizarlo ""Sin numeración"". ",3
"Los campos para retrolimentación (General, Combinada y Específica)",3
"Estos campos pueden ser utilizados para reforzar el diálogo con el/la estudiante que esté intentando resolver la pregunta. Estos elementos de retroalimentación se muestran en los cuestionarios de modo ""Adaptativo"" o ""Interactivo con múltiples intentos"" (Ver apartado 5.4 ""Comportamiento de las preguntas"") y su visualización depende de la configuración en el apartado 5.5 ""Opciones de revisión"".",3
"Dentro de los formularios de creación de preguntas, se encuentran las siguientes opciones: ",3
"Retroalimentación en las respuestas, denominado ""Retroalimentación específica"" en el apartado ""Opciones de revisión"". ",3
Retroalimentación general,3
Retroalimentación combinada (cuando hay varias respuestas correctas). ,3
"En la imagen siguiente vemos los mensajes de retroalimentación en una respuesta parcialmente incorrecta: la retroalimentación en las respuestas (1), la retroalimentación combinada (2) y la primera pista (3, ver apartado 3.1.4 ""Múltiples intentos (Penalizaciones por cada intento incorrecto)""), ",3
"En la siguiente imagen, se muestra la retroalimentación cuando las respuestas son totalmente correctas, con la ""Retroalimentación"" en las respuestas (1), la ""Retroalimentación combinada"" (2), la ""Retroalimentación general"" (3) y la ""Respuesta correcta"". ",3
"Esta es la misma retroalimentación que aparecerá después de realizar el intento y enviado las respuestas, en la página de Revisión. ",3
Múltiples intentos (Penalizaciones por cada intento incorrecto),3
"Las penalizaciones en los intentos funcionan cuando se ha escogido en ""Editar ajustes > Comportamiento de las preguntas"" ""Modo adaptativo"" o ""Interactiva con varios intentos"" (Ver apartado 5.4). El valor introducido en ""Penalizaciones por cada intento incorrecto"" (1) define la penalización aplicada por cada intento incorrecto. La penalización es proporcional a la calificación total de la pregunta. ",3
"Además, únicamente cuando el cuestionario está en modo ""Interactiva con varios intentos"", se muestran las pistas en la retroalimentación y el número de intentos queda definido en cada pregunta por número de pistas correspondiente. ",3
"Las más frecuentes: ""Verdadero/Falso"", ""Opción múltiple"", ""Respuesta corta"" y ""Numérica""",3
Opción múltiple,3
"En el formulario de creación de preguntas de ""Opción múltiple"" aparecen, en primer lugar, el menú desplegable para seleccionar la ""Categoría"" (1) y el campo para escribir el ""Nombre de la pregunta"" (2). Es importante escribir un nombre identificativo para poder encontrar las preguntas en el listado del ""Banco de preguntas"" (2.1). ",3
"A continuación, aparecen los campos ""Enunciado de la pregunta"" (3) y ""Puntuación por defecto"" (4). Este último campo permite especificar la puntuación máxima, que se obtendría con la respuesta y sin ninguna penalización. ",3
"A continuación, tenemos el menú ¿Una o varias respuestas? (5), cuyas opciones están desplegadas en el cuadro destacado (5.1). ",3
"La imagen siguiente muestra el apartado ""Respuestas"", con un campo de texto para cada una de las opciones de respuesta (""Elección"") otro para la ""Calificación"" de cada opción. El total de las respuestas correctas debe sumar 100% (1). ",3
"Si se escoge la opción ""Se permiten varias respuestas"" en el menú ¿Una o varias respuestas?"", las respuestas incorrectas deben tener una puntuación negativa (2). De lo contrario, se puede marcar todas las respuestas y obtener la puntuación máxima de la pregunta. ",3
Preguntas de Verdadero / Falso,3
"Los primeros campos del formulario son los habituales para el resto de los tipos de preguntas (1). A continuación, en el campo ""Respuesta correcta"" (2), indicar si el enunciado es verdadero o falso (2.1). ",3
"En el campo ""Penalización por cada intento"", que solo se aplica en el modo ""Adaptivo"", el valor es siempre 1. ",3
"Cuando se ha contestado a una pregunta de tipo Verdadero / Falso en un cuestionario con un único intento, no es posible volver a dejar sin respuesta la pregunta, solo cambiar la opción de respuesta. Para evitar esta situación se puede usar en su defecto una pregunta de Opción múltiple que incluya las dos opciones de respuesta (la opción correcta y la incorrecta), más una tercera opción con el texto NS/NC y puntuación neutra. ",3
Preguntas numéricas,3
"Las preguntas numéricas presentan los mismos campos que otras preguntas en el apartado ""General"". ",3
"En el apartado de las respuestas (1 y 2). En el ejemplo que se muestra en la imagen, se ha mantenido el mismo valor en el campo respuesta (1.1 y 2.1), pero variando el margen de ""Error"" (1.2 y 2.2) y la ""Calificación"" asociada (1.3 y 2.3) . ",3
Tratamiento de las unidades,3
"Las preguntas ""Numéricas"", así como otros tipo de preguntas donde las respuestas tienen formato numérico (""Calculada"", ""Calculada simple"", ""Calculada opción múltiple""), permiten especificar las unidades que deben utilizarse en las respuestas y establecer equivalencias entre las mismas. ",3
"En primer lugar, en el menú ""Tratamiento de las unidades"" (1) se especifica si el uso de las unidades será opcional u obligatorio (ver opciones desplegadas en el recuadro 1.1). Además, el menú ""Las unidades se introducen empleando"" (2) elegiremos el método que se mostrará en el formulario de respuesta (2.1: en el mismo campo, en una selección de opción múltiple o en una ventana emergente). ",3
"En el apartado ""Unidades"" se pueden especificar cada ""Unidad"" (1), su abreviatura (1.1) y el ""Multiplicador"" correspondiente. ",3
En la siguiente imagen se muestra la presentación de la pregunta:,3
Respuesta corta,3
"La imagen siguiente muestra los campos del apartado ""General"" (1). En la parte inferior se encuentra el menú para indicar si se tienen en cuenta las mayúsculas y minúsculas en las respuestas. ",3
"Como se indica en el texto en rojo en la imagen siguiente, se puede usar el carácter '*' como comodín. Por ejemplo, en la ""Respuesta 1"" (1.1) se han incluido 4 asteriscos, en previsión de que se pueda introducir ""Mar Caspio"" en lugar de ""Caspio"". La ""Respuesta 2"" tiene el texto ""caspio"" (2.1) con una calificación más baja (2.2). ",3
"En la siguiente imagen se muestra una previsualización de la pregunta. La respuesta ""Mar Caspio"" (2) es aceptada como correcta, aunque la retroalimentación indica que la respuesta correcta es ""Caspio"" (1). ",3
"La familia de las ""Calculadas""",3
Calculada,3
"Las preguntas calculadas permiten crear preguntas numéricas mediante el uso de comodines o wildcards (por ejemplo {x}, {y} ), que son sustituidos por valores aleatorios en las preguntas.",3
"La edición de las preguntas se realiza en TRES páginas sucesivas. En la primera página se incluyen el apartado ""General"", ""Respuestas"", ""Tratamiento de las unidades"", ""Unidades"" y ""Múltiples intentos"". ",3
"En el apartado ""General"" se muestra el selector de la categoría de la pregunta. Además, el elemento ""Comodines compartidos"" indica ""No hay comodines compartidos en esta categoría"" (1.1). En el caso de existir preguntas con comodines en la misma categoría, estos se mostrarían en este apartado. ",3
"En el apartado ""Enunciado de la pregunta"" están destacados los comodines de pregunta, delimitados por {}.",3
"En el apartado ""Respuestas"", el apartado ""Fórmula para la respuesta 1"" (1) incluye la fórmula (1.1), la calificación de la respuesta (1.2) y la fórmula para el cálculo de la tolerancia (1.3). En la parte inferior, el botón para crear más opciones de respuesta (2). ",3
"Para consultar las opciones sobre los apartados ""Tratamiento de las unidades"" y ""Unidades"" (1) ver el apartado 3.2.3.1. Para pasar a la siguiente página del configuración, pulsar sobre ""Guardar cambios"" (2). ",3
"Los comodines creados en el enunciado de la pregunta, en la página anterior, pueden ser privados (usados únicamente por esta pregunta) o compartidos (accesibles para todas las preguntas de la misma categoría) (1). ",3
"Si queremos limitar el uso del comodín a esta única pregunta, elegir ""usará el mismo conjunto de datos privado que antes"". La aplicación ya ha creado un conjunto de datos y por ello se refiere a un conjunto existente. ",3
"Si queremos que los comodines estén disponibles para otras preguntas, elegir ""usará un nuevo conjunto de datos compartido"". ",3
"La opción de sincronización permite obtener los mismos valores en todas las preguntas de un cuestionario. Por ejemplo, el valor para en una primera pregunta que pidiera el perímetro de un círculo de {radio}cm y una segunda pregunta que pidiera la superficie un círculo de {radio}cm.",3
"Sin embargo, la sincronización SÓLAMENTE funcionará si las preguntas se guardan en la MISMA categoría y tienen el MISMO NÚMERO DE CONJUNTOS DE DATOS (DATASETS).",3
"Pulsar sobre ""Siguiente página"" para definir los conjuntos de datos de los comodines. La definición de las variables del conjunto de datos se puede hacer de forma manual o aleatoria. Más información en la documentación de Moodle",3
Calculada simple. ,3
"Este tipo de preguntas ofrece una interfaz simplificada, en una única página, donde encontramos las mismas opciones que en la primera página de la pregunta ""Calculada"", salvo que en la parte inferior se encuentra la opción ""Encuentre los comodines {x..} presentes en las fórmulas de la respuesta correcta"" (1).",3
Pulsando sobre esta opción se despliega una nueva sección que permite generar un conjunto de valores para cada uno de los comodines creados. ,3
Calculada Opción múltiple,3
"Este tipo de preguntas tiene el mismo funcionamiento que las de tipo ""Calculada"", salvo que se presentan en forma de opción múltiple. En la imagen siguiente se muestra un ejemplo de pregunta donde se han sobreimprimido los valores del enunciado (1) y de las opciones de respuesta (2) introducidas en el formulario de edición de la pregunta. ",3
"Preguntas con una presentación más visual, (""Emparejamiento"", ""Arrastrar y soltar"", Cloze...)",3
"Dentro de las opciones de tipo de pregunta disponibles existe un conjunto de opciones que permiten presentaciones más dinámicas y visuales. Se listan a continuación estas opciones, con sus correspondientes enlaces a las páginas de documentación de Moodle: ",3
"Las preguntas de ""Emparejamiento"" y ""Emparejamiento aleatorio"" (basadas en preguntas de tipo ""Respuesta corta""). ",3
" ""Arrastrar y soltar marcadores"", ""Arrastrar y soltar sobre una imagen"" y ""Arrastrar y soltar sobre texto""",3
"Respuestas anidadas Cloze y ""Elige la palabra perdida""",3
"Las preguntas de ""Ensayo""",3
"Permiten realizar preguntas abiertas dentro de un cuestionario, que pueden incluir archivos adjuntos y una plantilla. En la siguiente imagen se muestran opciones en el formato de respuesta (1) como el editor o la extensión, opciones relativas a los archivos adjuntos (2), plantilla (3) e información para los evaluadores (4). ",3
"Estas preguntas, aun cuando se deben calificar de forma manual, se pueden combinar con otras preguntas en cuestionarios configurados para cualquier tipo de configuración automática (Retroalimentación diferida, Retroalimentación inmediata...). NO ES NECESARIO UTILIZAR LA RETROALIMENTACIÓN MANUAL en el cuestionario.  ",3
"La siguiente imagen muestra un cuestionario con un intento realizado, donde la pregunta 4 es un ensayo y por lo tanto no se ha calificado. Pulsando sobre ""Requiere calificación"" (1) permite acceder a un formulario donde introducir una nota y comentario, en una ventana emergente. Sin embargo. esta calificación no se traslada de forma automática a esta tabla. es necesario pulsar sobre ""Volver a calificar los intentos seleccionados"" (2), marcando aquellos intentos que se deseen actualizar. ",3
"Cuando el objetivo del cuestionario está orientado a la revisión o la práctica, se puede evitar este ""obstáculo"" de la calificación, atribuyendo a la pregunta ""Ensayo"" una puntuación de 0. De esta manera, se puede usar esta pregunta para inducir una reflexión personal que no está asociada a ninguna calificación. (Ver apartado 7.1 ""Selección de preguntas, paginación y ""Mostrar preguntas al azar"")",3
Elaboración del cuestionario (1) Organización de las herramientas,4
"El cuestionario es el módulo de actividad que permite, en una primera fase, presentar las preguntas al alumnado, y en una segunda fase, ver y analizar los resultados de las respuestas introducidas por el alumnado. ",4
"En la fase de preparación, trabajaremos principalmente en dos páginas ""Editar ajustes"" (1) y ""Editar cuestionario"" (3), aunque también serán de utiliidad el resto de los elementos señalados: ",4
"en el formulario de la página ""Editar ajustes"" (1) se configura el funcionamiento del cuestionario. Es en este formulario donde se escogen las opciones que se ajustan a la finalidad del cuestionario, ya sea una prueba evaluativa o una actividad de revisión o autoevaluación. Se establecerán por lo tanto los plazos y duración de ejecución, los intentos permitidos, el acceso a la retroalimentación, etc... Este es el formulario al que se acceder al crear un nuevo cuestionario, aunque también se puede acceder dentro de este menú. (1.1)",4
"los elementos ""Excepciones de grupo"" y ""Excepciones de usuario"" (2) permiten modificar para un grupo o usuario determinado las restricciones temporales establecidas para el conjunto de participantes en el aula.",4
"en el cuadro de dialogo de la página ""Editar cuestionario"" (3) es donde se seleccionan las preguntas y se organiza la paginación. También es el lugar donde se podrán añadir preguntas aleatorias.",4
"el elemento ""Vista previa"" ofrece una previsualización del cuestionario (4). ",4
"Elaboración del cuestionario (2): configurar el funcionamiento en ""Editar ajustes""",5
"Para crear un cuestionario nuevo, Activar edición y pulsar sobre ""Añade una actividad o un recurso"" (1) en la sección correspondiente. A continuación, seleccionar ""Cuestionario"" (2) y pulsar sobre Agregar. Accederemos en primer lugar al formulario ""Editar ajustes"". ",5
"Si el cuestionario se ha creado con anterioridad, abrir en el menú desplegable de la página principal del cuestionario.(1) y pulsar sobre ""Editar ajustes"" (2).",5
Temporalización,5
"Este apartado permite establecer el plazo temporal para la realización del cuestionario (1) y el tiempo permitido para la realización del mismo (2). Estas opciones están deshabilitadas por defecto, pero su uso es muy habitual cuando se quiere restringir al alumnado el acceso a las respuestas correctas. ",5
"También se puede elegir cómo gestiona el cuestionario los envíos pendientes cuando ha concluido el tiempo establecido (3). Si se mantiene la opción marcada por defecto, estos envíos se realizan de forma automática al agotarse el tiempo, una opción que siempre es buena cuando se ha permitido  un único intento. También se puede desactivar este envío automático pero permitir un plazo de gracia (4) o no desactivarlo completamente. ",5
Calificación,5
"En este apartado se encuentran distintas opciones relacionadas con la calificación. Destacamos la opción de limitar el número de intentos, fundamental en la configuración para prueba evaluativa. ",5
"Este menú desplegable nos permite seleccionar la categoría del ""Libro de calificaciones"" donde se añadirá la nota de este cuestionario. Más información en el manual sobre el ""Libro de calificaciones"". ",5
"Establecer una ""Calificación para aprobar"" puede tener dos aplicaciones: por una parte, el color de las notas en el ""Libro de calificaciones"" será de color verde o rojo en función de que superen o no la cifra establecida; por otra parte, marcar este umbral permite utilizar el criterio ""Requerir calificación aprobatoria"" como condición en el apartado ""Finalización de la actividad"". Más información en el manual ""Herramientas de seguimiento, restricción de acceso e insignias"". ",5
"Esta opción permite limitar los intentos de realización y envío del cuestionario. Cuando los intentos no se han agotado o son ilimitados, el alumnado tiene la opción de realizar un nuevo intento después de cada envío. ",5
"En los casos en los que hay más de un intento, esta opción permite especificar cómo se calcula la nota final (Calificación más alta, Promedia, Primer intento, Último intento).",5
"Además de las opciones contenidas en este apartado, hay otras configuraciones relacionadas con las puntuaciones en la configuración de cada pregunta y en la edición del cuestionario (Ver apartado 7.1 Selección de las preguntas, paginación y ""Mostrar preguntas al azar"")",5
Esquema,5
"En este apartado, en el menú desplegable ""Página nueva"" (1), se puede elegir el número de preguntas que van a mostrarse por página. Más tarde, en el formulario ""Editar cuestionario"", se podrá especificar con mayor precisión las preguntas incluidas en cada página. ",5
"Por otra parte, el menú ""Método de navegación"" permite elegir entre las opciones ""Libre"" y ""Secuencial"". Esta última puede ser usada para fijar un itinerario de aprendizaje, en un caso de uso didáctico de un cuestionario, o para limitar las opciones de compartir respuestas de las preguntas, en un uso del cuestionario como prueba evaluativa. ",5
Comportamiento de las preguntas,5
"Este es el apartado fundamental para definir si el cuestionario será una prueba evaluativa o una autoevaluación orientada a la práctica y revisión de los contenidos (ver opciones en el menú desplegable (2.1) asociado al campo ""Comportamiento de las preguntas"" (2)). ",5
"En primer lugar, el campo ""Ordenar al azar las respuestas"" (1) está marcado por defecto y mostrará en desorden las respuestas de preguntas con opciones múltiples, siempre y cuando no se haya establecido lo contrario en la configuración específica de la pregunta (Ver apartado 3.1.2 ""Barajar las respuestas y numerar las opciones"").",5
"A continuación, aparece el campo ""Comportamiento de las preguntas"" (2), cuyo menú desplegable puede verse en la imagen (2.1). ",5
"Por una parte, para exámenes y otras pruebas evaluativas, contamos con la opción ""Retroalimentación diferida"". Esta opción es la que aparece por defecto cuando se crea un nuevo cuestionario. No permite que exista ningún tipo de retroalimentación que oriente al alumnado sobre las respuestas correctas ""durante el intento"", pero sí permite acceder a esta información ""después del intento"". Para posponer el acceso a la calificación, retroalimentación y respuestas correctas es necesario modificar la configuración en el apartado ""Opciones de revisión"". Ver un ejemplo de configuración de examen en el apartado. 8 ""Ejemplo de configuración de examen"". ",5
"Por otra parte, contamos con otras opciones adaptadas a cuestionarios orientados a la práctica y revisión  ",5
Modo adaptativo y Modo adaptativo (sin penalizaciones) - Permite realizar intentos sucesivos sobre una misma pregunta sin necesidad de pasar a la siguiente pregunta.    ,5
"Interactiva con varios intentos - Como el ""Modo adaptativo"", permite realizar varios intentos de una misma pregunta sin pasar a la siguiente, aunque en este caso el número de intentos de cada pregunta viene definido por el número de ""pistas"" (Ver apartado 3.1.4 ""Múltiples intentos (Penalizaciones por cada intento incorrecto)"" Los intentos correspondientes a las preguntas son independientes de los intentos específicados para el cuestionario en ""Editar ajustes > Calificación (Ver apartado 5.2)",5
"Retroalimentación inmediata - Similar al modo ""Interactiva con varios intentos"" en cuanto que el alumnado puede enviar su respuesta inmediatamente durante el intento del examen, y ser calificado. Sin embargo, solamente se puede enviar una respuesta y esta no se podrá cambiar a continuación..",5
"Además, también existe la opción de usar una ""Calificación manual"". Este tipo de calificación puede con aplicarse a cuestionarios con preguntas habitualmente calificadas de forma automática en las que se prefiera hacer una calificación manual. Se aplica por defecto en las preguntas de tipo ""Ensayo"", sin variar la configuración global del cuestionario donde estuviesen incluidas estas preguntas. ",5
"Es importante retener que, si se aplica la ""Calificación manual"", NO SE PODRÁ REVERTIR Y APLICAR otro tipo de calificación automática una vez que el alumnado ha enviado sus respuestas ",5
"Finalmente, podemos usar el método de ""Evaluación basada en la certidumbre"" (CBM por sus siglas en inglés ""Certainty based marking""), en sus dos versiones de Retroalimentación diferida o retroalimentación inmediata. Con este tipo de evaluación, se debe precisar, además de la respuesta correcta, el nivel de certeza relativo a esta respuesta, en una escala de tres niveles. La nota final se verá ponderada en función de la certidumbre, de manera que una respuesta correcta con el máximo de certidumbre obtendrá la puntuación completa, pero la puntuación de la misma respuesta se reduce si se ha marcado un nivel de certidumbre menor. ",5
Opciones de revisión,5
"Este apartado permite controlar el acceso del alumnado a las pistas, retroalimentación y calificación asociada a las preguntas y al conjunto del cuestionario durante las cuatro fases que se distinguen. La imagen a continuación muestra las opciones que aparecen marcadas por defecto, sin haber modificado ningún valor en este apartado ni en el resto de los apartados del conjunto de este formulario. ",5
Descripción de la fase,5
Cuándo podemos desmarcar estas casillas,5
"Durante el intento se refiere al momento en el que se están respondiendo las preguntas. Estas casillas están desactivadas con ""Retroalimentación diferida"" en ""Comportamiento de las preguntas""   ",5
"Por lo menos, la casilla ""Si fuese correcta"" de esta fase debe estar marcada para ""Modo adaptativo"" e ""Interactivo con múltiples intentos""",5
"Inmediatamente después del intento se refiere a los dos primeros minutos después de que se haya pulsado ""Enviar todo y terminar"".",5
Todas las casillas de esta fase se pueden desmarcar en una configuración de tipo examen ,5
"Más tarde, cuando el cuestionario está aún abierto; es decir, hasta que cumple la fecha de cierre del cuestionario, si esta fecha está establecida.",5
"Todas las casillas de esta fase se pueden desmarcar en una configuración de tipo examen, aunque si no se establece una fecha de cierre, el alumnado no accederá nunca a esta información",5
Después de cerrar el cuestionario. ,5
Estas casillas están desactivadas si no se ha establecido una fecha de cierre (Ver apartado 5.1 Temporalización),5
"Todas las casillas de esta fase se pueden desmarcar en una configuración de tipo examen. La casilla ""Puntos"" puede desmarcarse temporalmente, pero tendrá que estar marcada para que el alumnado pueda ver su calificación en el ""Libro de calificaciones"". ",5
Apariencia,5
"La opción ""Mostrar la imagen del usuario"" (1) permite que la imagen de perfil del usuario identificado se muestre en la página del cuestionario, con el objeto de comprobar que la identidad de quien está realizando un cuestionario coincide con la del usuario identificado. ",5
"Las opciones ""Decimales en las calificaciones"" (2) y ""Decimales en las calificaciones de las preguntas"" (3) permiten establecer de forma específica este valor.  ",5
"Mostrar bloques durante los intentos (4) se refiere a los bloques del curso, como ""Calendario"" o ""Actividad reciente"".  .",5
Restricciones extra sobre los intentos,5
